"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012839","1958","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2181.9","","    2181.9","0","       127","0","        92","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       327","0","        53","0","        45"," ","","","        82"," ","    1.7","0,0205, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 161.8"," ,0,0524, ","   35.6","0,0823, ","","","","","     249.5","5","     249.5","0","   1827.0"," ,0","","","        0"," ,0","     23.66","0","     27.66","0","     19.66","0","","","","","","","","","       180","X","","","","","","","      24.2","X"
"USW00012839","1959","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2269.0","","    2269.0","0","       162","0","       116","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       352","0","        16","0","        39"," ","","","       106"," ","    4.4","0,0111, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 172.2"," ,0,1119, ","   33.9","0,0629, ","","","","","      71.5","5","      71.5","0","   2268.8"," ,0","","","        0"," ,0","     24.31","0","     28.12","0","     20.49","0","","","","","","","","","       293","X","","","","","","","      20.6","X"
"USW00012839","1960","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2227.6","","    2227.6","0","       130","0","        89","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       345","0","        58","0","        23"," ","","","        95"," ","    1.1","0,0122, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 154.2"," ,0,0910, ","   33.9","0,0715,+","","","","","     149.5","5","     149.5","0","   1785.3"," ,0","","","        0"," ,0","     24.00","0","     28.04","0","     19.96","0","","","","","","","","","       113","X","","","","","","","      35.0","X"
"USW00012839","1961","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2318.1","","    2318.1","0","       109","0","        60","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","        54","0","        41"," ","","","        66"," ","    3.9","0,1230,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.7"," ,0,0527, ","   33.9","0,0802, ","","","","","     104.5","5","     104.5","0","   1060.0"," ,0","","","        0"," ,0","     24.38","0","     28.37","0","     20.39","0","","","","","","","","","       315","X","","","","","","","      22.6","X"
"USW00012839","1962","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2109.6","","    2109.6","0","       110","0","        65","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       345","0","        47","0","        59"," ","","","        94"," ","    1.7","0,1214,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  90.7"," ,0,1109, ","   33.9","0,0807,+","","","","","      94.7","7","      94.7","0","   1074.2"," ,0","","","        0"," ,0","     23.71","0","     28.04","0","     19.38","0","","","","","","","","","       225","X","","","","","","","      24.2","X"
"USW00012839","1963","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2107.9","","    2107.9","0","       116","0","        80","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       344","0","        49","0","        58"," ","","","        83"," ","    6.1","0,1225, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  95.0"," ,0,0920, ","   35.0","0,0707, ","","","","","     145.3","3","     145.3","0","   1171.4"," ,0","","","        0"," ,0","     23.74","0","     27.81","0","     19.67","0","","","","","","","","","       248","X","","","","","","","      23.1","X"
"USW00012839","1964","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2397.1","","    2397.1","0","       127","0","        80","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","        39","0","        47"," ","","","        72"," ","    2.2","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 162.8"," ,0,0827, ","   33.9","0,0819, ","","","","","     145.0","0","     145.0","0","   1529.3"," ,0","","","        0"," ,0","     24.64","0","     28.14","0","     21.14","0","","","","","","","","","       315","X","","","","","","","      44.7","X"
"USW00012839","1965","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2293.3","","    2293.3","0","       117","0","        77","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       358","0","        20","0","        37"," ","         7"," ","        59"," ","    1.7","0,0118, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 144.0"," ,0,1014, ","   33.9","0,0416, ","","","","","      64.9","9","      64.9","0","   1483.6"," ,0","","","        0"," ,0","     24.41","0","     28.40","0","     20.42","0","","","        60","X","","","","","        68","X","      30.8","X","","","","","      42.1","X"
"USW00012839","1966","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   1997.7","","    1997.7","0","       157","0","       103","0","        24","0","        0","","         0","0","         0","0","         0","0","         0","0","       347","0","        26","0","        36"," ","         3"," ","        90"," ","    1.7","0,0131, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 115.3"," ,0,0222, ","   34.4","0,0719,+","","","","","      82.8","8","      82.8","0","   2085.5"," ,0","","","        0"," ,0","     23.48","0","     27.37","0","     19.59","0","","","        40","X","","","","","        45","X","      20.6","X","","","","","      28.3","X"
"USW00012839","1967","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2257.8","","    2257.8","0","       132","0","        91","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        33","0","        41"," ","         4"," ","        67"," ","    2.2","0,0226, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 120.4"," ,0,0612, ","   34.4","0,0622, ","","","","","      80.7","7","      80.7","0","   1682.9"," ,0","","","        0"," ,0","     24.34","0","     28.24","0","     20.44","0","","","       320","X","","","","","       135","X","      17.0","X","","","","","      26.2","X"
"USW00012839","1968","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2087.8","","    2087.8","0","       143","0","        99","0","        30","0","        0","","         0","0","         0","0","         0","0","         0","0","       343","0","        44","0","        39"," ","         9"," ","        77"," ","    1.1","0,1216, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 112.3"," ,0,0519, ","   33.9","0,0906,+","","","","","     139.0","0","     139.0","0","   2118.7"," ,0","","","        0"," ,0","     23.50","0","     27.34","0","     19.67","0","","","       310","X","","","","","       135","X","      14.8","X","","","","","      23.6","X"
"USW00012839","1969","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2260.2","","    2260.2","0","       143","0","        99","0","        27","0","        0","","         0","0","         0","0","         0","0","         0","0","       350","0","        70","0","        36"," ","         5"," ","        80"," ","    6.7","0,1227,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.4"," ,0,1030, ","   35.6","0,0726, ","","","","","     137.7","7","     137.7","0","   1816.6"," ,0","","","        0"," ,0","     24.17","0","     27.89","0","     20.47","0","","","       320","X","","","","","        68","X","      12.5","X","","","","","      19.0","X"
"USW00012839","1970","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2344.1","","    2344.1","0","       111","0","        68","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       347","0","        40","0","        36"," ","         7"," ","        54"," ","    1.7","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  99.8"," ,0,0529, ","   35.6","0,0805, ","","","","","     156.6","6","     156.6","0","   1136.5"," ,0","","","        0"," ,0","     24.31","0","     27.86","0","     20.76","0","","","       320","X","","","","","       270","X","      15.6","X","","","","","      20.0","X"
"USW00012839","1971","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2402.6","","    2402.6","0","       123","0","        90","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        28","0","        29"," ","         9"," ","        66"," ","    1.7","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.5"," ,0,0625, ","   35.6","0,0430, ","","","","","     124.6","6","     124.6","0","   1288.6"," ,0","","","        0"," ,0","     24.66","0","     28.28","0","     21.04","0","","","       190","X","","","","","       225","X","      16.5","X","","","","","      26.2","X"
"USW00012839","1972","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2266.4","","    2266.4","0","       147","0","        96","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       359","0","         3","0","        33"," ","         7"," ","        72"," ","    5.6","0,0220, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 106.7"," ,0,0518, ","   32.8","0,0608, ","","","","","      23.2","2","      23.2","0","   1604.2"," ,0","","","        0"," ,0","     24.39","0","     27.89","0","     20.89","0","","","       240","X","","","","","       360","X","      13.4","X","","","","","      24.7","X"
"USW00012839","1973","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2358.9","","    2358.9","0","       141","0","        91","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       348","0","        13","0","        32"," ","         7"," ","        71"," ","    3.9","0,1222, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  69.1"," ,0,0831, ","   32.8","0,0510, ","","","","","      81.3","3","      81.3","0","   1352.6"," ,0","","","        0"," ,0","     24.45","0","     27.82","0","     21.08","0","","","       110","X","","","","","       135","X","      17.9","X","","","","","      20.0","X"
"USW00012839","1974","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2540.5","","    2540.5","0","       141","0","        80","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        51","0","        28"," ","         4"," ","        67"," ","    6.7","0,0211, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 107.2"," ,0,0603, ","   33.9","0,0711,+","","","","","      74.8","8","      74.8","0","   1244.9"," ,0","","","        0"," ,0","     25.15","0","     28.61","0","     21.69","0","","","        50","X","","","","","       360","X","      13.9","X","","","","","      20.6","X"
"USW00012839","1975","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2489.4","","    2489.4","0","       134","0","        80","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        22","0","        28"," ","         4"," ","        85"," ","    5.6","0,1222, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.0"," ,0,0704, ","   33.9","0,0415, ","","","","","      35.1","1","      35.1","0","    993.3"," ,0","","","        0"," ,0","     24.97","0","     28.42","0","     21.53","0","","","       350","X","","","","","       360","X","      15.6","X","","","","","      21.6","X"
"USW00012839","1976","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2186.2","","    2186.2","0","       126","0","        85","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       349","0","        13","0","        38"," ","         4"," ","        67"," ","    4.4","0,0118, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.6"," ,0,0528, ","   33.9","0,0808,+","","","","","     116.9","9","     116.9","0","   1420.8"," ,0","","","        0"," ,0","     24.03","0","     27.40","0","     20.67","0","","","       190","X","","","","","       180","X","      13.4","X","","","","","      22.1","X"
"USW00012839","1977","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2290.4","","    2290.4","0","       118","0","        77","0","        11","0","        0","","         0","0","         0","0","         1","0","         0","0","       341","0","        38","0","        40"," ","         3"," ","        47"," ","   -0.6","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 292.4"," ,0,0504, ","   33.3","0,1003,+","","","-0.6","0,0120","     156.6","6","     156.6","0","   1650.5"," ,0","","","        0"," ,0","     24.12","0","     27.55","0","     20.69","0","","","       330","X","","","","","       315","X","      14.3","X","","","","","      19.5","X"
"USW00012839","1978","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2281.2","","    2281.2","0","       152","0","       101","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       336","0","        13","0","        59"," ","         5"," ","        72"," ","    3.9","0,0223, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  51.1"," ,0,0618, ","   33.3","0,0821, ","","","","","     186.0","0","     186.0","0","   1164.8"," ,0","      64.4","X","        0"," ,0","     24.14","0","     27.51","0","     20.76","0","   172620","X","       240","X","","","","","       225","X","      20.6","X","","","","","      22.6","X"
"USW00012839","1979","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2293.8","","    2293.8","0","       123","0","        66","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       345","0","        28","0","        40"," ","         3"," ","        48"," ","    4.4","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 377.2"," ,0,0425, ","   34.4","0,0604, ","","","","","     102.6","6","     102.6","0","   1527.7"," ,0","      69.9","X","        0"," ,0","     24.28","0","     27.71","0","     20.85","0","   187128","X","       120","X","","","","","       225","X","      16.5","X","","","","","      24.2","X"
"USW00012839","1980","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2344.2","","    2344.2","0","       113","0","        78","0","        20","0","        0","","         0","0","         0","0","         1","0","         0","0","       344","0","        50","0","        65"," ","         9"," ","        77"," ","    0.0","0,0303, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 102.1"," ,0,0407, ","   35.0","0,1001,+","","","0.0","0,0303","     115.1","1","     115.1","0","   1456.5"," ,0","      76.6","X","        0"," ,0","     24.33","0","     28.06","0","     20.59","0","   205548","X","       320","X","","","","","       315","X","      23.2","X","","","","","      27.8","X"
"USW00012839","1981","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2337.4","","    2337.4","0","       114","0","        70","0","        16","0","        0","","         0","0","         0","0","         1","0","         0","0","       346","0","        94","0","        56"," ","         3"," ","        81"," ","    0.0","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  79.5"," ,0,0925, ","   36.7","0,0719, ","","","0.0","0,0113","     156.3","3","     156.3","0","   1289.9"," ,0","      84.6","X","        0"," ,0","     24.27","0","     28.62","0","     19.92","0","   225582","X","       310","X","","","","","       315","X","      19.7","X","","","","","      22.6","X"
"USW00012839","1982","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2591.6","","    2591.6","0","       149","0","        91","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       360","0","        81","0","        49"," ","         1"," ","        77"," ","    0.6","0,0112, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 184.2"," ,0,0424, ","   35.6","0,0802, ","","","","","      86.4","4","      86.4","0","   1713.4"," ,0","      73.9","X","        0"," ,0","     25.28","0","     29.04","0","     21.53","0","   196476","X","       300","X","","","","","       135","X","      13.4","X","","","","","      18.5","X"
"USW00012839","1983","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","   2218.8","","    2218.8","0","       139","0","        95","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       346","0","        83","0","        52"," ","         4"," ","        90"," ","    0.6","0,1226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  67.6"," ,0,0227, ","   36.7","0,0724, ","","","","","      80.8","8","      80.8","0","   1459.1"," ,0","      72.6","X","        0"," ,0","     24.09","0","     28.24","0","     19.93","0","   195666","X","       250","X","","","","","       270","X","      18.3","X","","","","","      21.6","X"
"USW00012839","1984","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.9","X","   2139.0","","    2139.0","0","       137","0","        84","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       356","0","        44","0","        54"," ","         9"," ","        72"," ","    6.7","0,0301,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.4"," ,0,0528, ","   35.6","0,0811, ","","","","","     105.7","7","     105.7","0","   1525.3"," ,0","","","        0"," ,0","     23.94","0","     28.09","0","     19.80","0","   173250","X","       360","X","","","","","       315","X","      15.6","X","","","","","      24.7","X"
"USW00012839","1985","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       4.5","X","   2277.1","","    2277.1","0","       127","0","        87","0","        19","0","        0","","         0","0","         0","0","         1","0","         0","0","       345","0","        70","0","        50"," ","         8"," ","        77"," ","   -1.1","0,0122, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.6"," ,0,0809, ","   36.7","0,0604, ","","","-1.1","0,0122","     135.1","1","     135.1","0","   1429.7"," ,0","","","        0"," ,0","     24.11","0","     28.54","0","     19.68","0","   180365","X","        70","X","","","","","       135","X","      17.0","X","","","","","      22.6","X"
"USW00012839","1986","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       4.2","X","   2400.2","","    2400.2","0","       142","0","        99","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       354","0","        92","0","        34"," ","         2"," ","        89"," ","    2.2","0,0128, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  99.1"," ,0,0521, ","   35.0","0,0731,+","","","","","     134.4","4","     134.4","0","   1680.4"," ,0","","","        0"," ,0","     24.65","0","     28.98","0","     20.33","0","   204863","X","       190","X","","","","","       315","X","      15.6","X","","","","","      20.0","X"
"USW00012839","1987","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       4.6","X","   2431.3","","    2431.3","0","       122","0","        78","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","        93","0","        47"," ","         3"," ","        59"," ","    5.0","0,0128, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  92.2"," ,0,0627, ","   36.7","0,0809, ","","","","","      76.6","6","      76.6","0","   1277.5"," ,0","","","        0"," ,0","     24.72","0","     28.90","0","     20.54","0","   198616","X","       110","X","","","","","       135","X","      13.9","X","","","","","      22.6","X"
"USW00012839","1988","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       5.0","X","   2450.0","","    2450.0","0","       118","0","        70","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       349","0","        95","0","        61"," ","         5"," ","        62"," ","    6.1","0,1218, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.8"," ,0,0814, ","   34.4","0,0809,+","","","","","      83.7","7","      83.7","0","   1132.9"," ,0","","","        0"," ,0","     24.78","0","     28.86","0","     20.71","0","   182968","X","       180","X","","","","","       225","X","      13.9","X","","","","","      20.6","X"
"USW00012839","1989","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       4.5","X","   2632.3","","    2632.3","0","       116","0","        73","0","        14","0","        0","","         0","0","         0","0","         2","0","         0","0","       355","0","       117","0","        34"," ","         5"," ","        70"," ","   -1.1","0,1225, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  89.9"," ,0,0830, ","   36.1","0,0816, ","-0.6","0,1224","","","      60.0","0","      60.0","0","   1082.8"," ,0","","","        0"," ,0","     25.25","0","     29.61","0","     20.89","0","   213601","X","       150","X","","","","","       180","X","      13.9","X","","","","","      25.7","X"
