,City,Lat,Lng,Country,Max.Temp,Humidity,Cloudiness,Wind Speed
14,San Jose,37.3394,-121.895,US,12,66,20,4.12
15,Pacifica,37.6138,-122.4869,US,11.11,71,20,10.29
16,Portland,45.5234,-122.6762,US,7.22,81,90,1.54
17,College,64.8569,-147.8028,US,-6,35,1,0.87
18,Guymon,36.6828,-101.4816,US,12,58,1,2.06
19,North Platte,41.1239,-100.7654,US,8.33,53,20,2.06
20,Lompoc,34.6391,-120.4579,US,11,76,1,5.14
21,Kenai,60.5544,-151.2583,US,-3,36,1,2.06
22,Prien,30.1819,-93.2738,US,15,88,1,1.54
23,Fortuna,40.5982,-124.1573,US,8.33,76,1,4.12
24,Homer,59.6425,-151.5483,US,-1,51,1,1.54
25,Columbia,34.0007,-81.0348,US,16,55,90,3.09
26,Nacogdoches,31.6002,-94.6335,US,14,67,1,3.6
27,Bluefield,37.2698,-81.2223,US,8,25,1,2.57
28,Kahului,20.8947,-156.47,US,24,64,40,10.29
29,Port Hueneme,34.1478,-119.1951,US,17.22,41,1,2.06
30,Ketchikan,55.3422,-131.6461,US,4,93,90,4.12
31,Clovis,36.8252,-119.7029,US,16,39,20,1.54
32,Kingman,35.1894,-114.053,US,11,24,1,7.2
33,Onalaska,43.8844,-91.2351,US,15,41,90,5.66
34,Palo Alto,37.4419,-122.143,US,12,62,1,5.14
35,Westport,41.1415,-73.3579,US,4,81,1,0.97
36,Brandon,27.9378,-82.2859,US,15,88,90,1.54
37,Lamar,33.6668,-95.5836,US,14.44,71,1,4.63
38,Meridian,43.6121,-116.3915,US,8,42,75,1.54
39,Key West,24.5557,-81.7826,US,20,68,75,5.66
40,Leavenworth,39.2333,-95.0336,US,13.89,75,100,3.95
41,Casper,42.8666,-106.3131,US,-2.22,86,1,1.94
42,Nome,64.5011,-165.4064,US,-8,73,90,1.16
43,Yarmouth,41.7057,-70.2286,US,4,87,1,1.54
44,Saint Anthony,45.0205,-93.218,US,14.44,54,90,5.14
45,Loveland,40.3978,-105.075,US,1.11,86,90,2.57
46,Avera,33.194,-82.5271,US,14,72,40,2.06
47,Benton Harbor,42.1167,-86.4542,US,12,30,1,2.06
48,Mayo,38.8876,-76.5119,US,8,42,1,2.57
49,Worland,44.0169,-107.9554,US,0,74,1,3.6
50,Beaverton,45.4871,-122.8037,US,7.78,81,90,2.57
51,Chillicothe,39.3331,-82.9824,US,8.33,81,1,2.68
52,Alamosa,37.4695,-105.87,US,0,51,1,1.54
53,Pacific Grove,36.6177,-121.9166,US,11,76,75,3.6
54,Middle Island,40.8843,-72.9373,US,4.44,80,1,1.79
55,Fort Smith,35.3859,-94.3986,US,16,51,1,1.54
56,Broome,42.2506,-75.833,US,9,21,1,3.09
57,‘Āhuimanu,21.4447,-157.8378,US,25,56,90,5.66
58,Valdosta,30.8327,-83.2785,US,14,72,40,5.14
59,Eureka,40.8021,-124.1637,US,8.89,74,100,3.13
60,Drexel Heights,32.1412,-111.0284,US,19,10,1,5.66
61,Rincon,32.296,-81.2354,US,14,82,75,2.57
62,Half Moon Bay,37.4636,-122.4286,US,11.11,87,75,7.2
63,Wilmington,34.2257,-77.9447,US,14.44,67,90,7.72
64,Hamilton,39.1834,-84.5333,US,11.11,76,1,2.32
65,Bud,39.447,-86.1758,US,10,53,98,2.54
66,Snyder,32.7179,-100.9176,US,19,45,1,6.69
67,Lebanon,36.2081,-86.2911,US,9,81,20,2.58
68,Fairbanks,64.8378,-147.7164,US,-6,35,1,0.89
69,Winslow,35.0242,-110.6974,US,9.44,12,1,5.14
70,Kernersville,36.1199,-80.0736,US,11,40,1,4.63
71,Fredericksburg,38.3032,-77.4605,US,5.56,65,1,0.75
72,Santa Barbara,34.7333,-120.0343,US,11.11,66,1,4.63
73,Nantucket,41.2835,-70.0995,US,4.44,69,38,3.46
74,Bellevue,47.6104,-122.2007,US,7,76,90,4.12
75,Hutchinson,38.0608,-97.9298,US,13.89,62,1,4.12
76,North Bend,43.4065,-124.2243,US,8,81,90,2.57
77,Galveston,29.3669,-94.9669,US,18.33,72,1,5.14
78,Brigantine,39.4101,-74.3646,US,6.11,87,1,2.57
79,Morristown,36.214,-83.2949,US,12,50,1,2.98
80,Seminole,28.7086,-81.2081,US,15,100,90,3.6
81,Union,40.6334,-74.2663,US,8.33,75,1,0.88
82,Lincoln,40.8,-96.667,US,11.67,62,75,1.54
83,Tooele,40.5308,-112.2983,US,0,93,1,1.54
84,Garden City,42.3256,-83.331,US,7.22,36,40,2.06
85,San Patricio,28.017,-97.5169,US,17,72,20,5.14
86,Meadow Lake,34.8014,-106.5436,US,16.11,11,40,2.57
87,Palmer,42.1584,-72.3287,US,5.56,48,40,1.54
88,Jackson,42.4165,-122.8345,US,11,50,90,4.63
89,Morris,40.8334,-74.5329,US,5,86,1,0.44
90,Laguna,38.421,-121.4238,US,15,30,1,1.54
91,South Lake Tahoe,38.9332,-119.9844,US,3.89,55,1,1.56
92,Mitchell,43.7094,-98.0298,US,6,70,1,3.03
93,Minot,48.2325,-101.2963,US,1,40,1,5.14
94,Warwick,41.7001,-71.4162,US,5,93,1,1.57
95,Bloomingdale,27.8936,-82.2404,US,15,88,90,2.57
96,Estelle,29.8458,-90.1067,US,16,100,1,2.72
97,Virginia Beach,36.8529,-75.978,US,10,76,40,6.69
98,Alpena,45.0617,-83.4327,US,8,39,1,5.14
